# Onboard parameters for system MAV 001
#
# MAV ID  COMPONENT ID  PARAM NAME  VALUE (FLOAT)
1	50	ATT_PITCH_OFF3	                        0	9
1	50	ATT_ROLL_OFF3	                        0	9
1	50	ATT_YAW_OFF3	                -0.029374	9
1	50	BAT_CAPACITY	                       -1	9
1	50	BAT_C_SCALING	                   0.0124	9
1	50	BAT_N_CELLS	3	6
1	50	BAT_V_EMPTY	                      3.4	9
1	50	BAT_V_FULL	                      3.9	9
1	50	BAT_V_SCALE_IO	10000	6
1	50	BAT_V_SCALING	               0.00459341	9
1	50	EKF_ATT_V3_Q0	                   0.0001	9
1	50	EKF_ATT_V3_Q1	                     0.08	9
1	50	EKF_ATT_V3_Q2	                    0.009	9
1	50	EKF_ATT_V3_Q3	                    0.005	9
1	50	EKF_ATT_V3_Q4	                        0	9
1	50	EKF_ATT_V4_R0	                   0.0008	9
1	50	EKF_ATT_V4_R1	                    10000	9
1	50	EKF_ATT_V4_R2	                      100	9
1	50	EKF_ATT_V4_R3	                        0	9
1	50	FW_AIRSPD_MAX	                       18	9
1	50	FW_AIRSPD_MIN	                        9	9
1	50	FW_AIRSPD_TRIM	                       12	9
1	50	FW_ATT_TC	                      0.5	9
1	50	FW_L1_DAMPING	                     0.75	9
1	50	FW_L1_PERIOD	                       16	9
1	50	FW_LOITER_R	                       50	9
1	50	FW_P_D	                        0	9
1	50	FW_P_I	                        0	9
1	50	FW_P_IMAX	                       15	9
1	50	FW_P_LIM_MAX	                       50	9
1	50	FW_P_LIM_MIN	                      -50	9
1	50	FW_P_P	                       60	9
1	50	FW_P_RMAX_NEG	                        0	9
1	50	FW_P_RMAX_POS	                        0	9
1	50	FW_P_ROLLFF	                      1.1	9
1	50	FW_R_D	                        0	9
1	50	FW_R_I	                        5	9
1	50	FW_R_IMAX	                       20	9
1	50	FW_R_LIM	                       45	9
1	50	FW_R_P	                      100	9
1	50	FW_R_RMAX	                      100	9
1	50	FW_THR_CRUISE	                     0.65	9
1	50	FW_THR_LND_MAX	                        1	9
1	50	FW_THR_MAX	                        1	9
1	50	FW_THR_MIN	                        0	9
1	50	FW_T_CLMB_MAX	                        5	9
1	50	FW_T_HGT_OMEGA	                        3	9
1	50	FW_T_INTEG_GAIN	                      0.1	9
1	50	FW_T_PTCH_DAMP	                        0	9
1	50	FW_T_RLL2THR	                       10	9
1	50	FW_T_SINK_MAX	                        5	9
1	50	FW_T_SINK_MIN	                        4	9
1	50	FW_T_SPDWEIGHT	                        1	9
1	50	FW_T_SPD_OMEGA	                        2	9
1	50	FW_T_THR_DAMP	                      0.5	9
1	50	FW_T_TIME_CONST	                        5	9
1	50	FW_T_VERT_ACC	                        7	9
1	50	FW_Y_D	                        0	9
1	50	FW_Y_I	                        0	9
1	50	FW_Y_IMAX	                       15	9
1	50	FW_Y_P	                        0	9
1	50	FW_Y_ROLLFF	                      1.1	9
1	50	INAV_FLOW_K	                        1	9
1	50	INAV_LAND_DISP	                      0.7	9
1	50	INAV_LAND_T	                        3	9
1	50	INAV_LAND_THR	                      0.3	9
1	50	INAV_SONAR_ERR	                      0.5	9
1	50	INAV_SONAR_FILT	                     0.02	9
1	50	INAV_W_ACC_BIAS	                        0	9
1	50	INAV_W_ALT_ACC	                       50	9
1	50	INAV_W_ALT_BARO	                      0.5	9
1	50	INAV_W_ALT_SONAR	                        3	9
1	50	INAV_W_POS_ACC	                       10	9
1	50	INAV_W_POS_FLOW	                        0	9
1	50	INAV_W_POS_GPS_P	                        1	9
1	50	INAV_W_POS_GPS_V	                        2	9
1	50	KF_ENV_G	                    9.765	9
1	50	KF_ENV_MAG_DEC	                        0	9
1	50	KF_ENV_MAG_DIP	                       60	9
1	50	KF_FAULT_ATT	                       10	9
1	50	KF_FAULT_POS	                       10	9
1	50	KF_R_ACCEL	                        1	9
1	50	KF_R_GPS_ALT	                        3	9
1	50	KF_R_GPS_POS	                        2	9
1	50	KF_R_GPS_VEL	                      0.5	9
1	50	KF_R_MAG	                      0.8	9
1	50	KF_R_PRESS_ALT	                      0.1	9
1	50	KF_V_ACCEL	                        1	9
1	50	KF_V_GYRO	                    0.008	9
1	50	MAV_COMP_ID	50	6
1	50	MAV_SYS_ID	1	6
1	50	MAV_TYPE	1	6
1	50	MC_ATTRATE_D	                    0.002	9
1	50	MC_ATTRATE_I	                        0	9
